date,time,air_temperature_C,wind_speed_m_s,soil_temperature_C,soil_moisture_percent
12-06-24,21:00:00,10.41,3.78,8.36,23.84
12-06-24,22:00:00,11.22,2.79,7.83,23.83
12-06-24,23:00:00,8.29,2.45,8.05,23.83
13-06-24,00:00:00,9.66,1.34,8.06,23.84
13-06-24,01:00:00,8.35,3.07,8.85,23.84
13-06-24,02:00:00,9.4,3.99,10.43,23.83
13-06-24,03:00:00,8.54,2.97,8.2,23.83
13-06-24,04:00:00,12.67,1.87,9.01,23.83
13-06-24,05:00:00,7.03,4.96,9.1,23.82
13-06-24,06:00:00,6.17,3.63,8.6,23.82
13-06-24,07:00:00,4.82,2.81,11.25,23.83
13-06-24,08:00:00,7.45,1.89,9.98,23.83
13-06-24,09:00:00,10.04,1.92,8.47,23.83
13-06-24,10:00:00,5.19,4.11,7.22,23.83
13-06-24,11:00:00,8.09,3.04,9.31,23.83
13-06-24,12:00:00,6.34,1.71,9.24,23.84
13-06-24,13:00:00,13,4.08,10.52,23.83
13-06-24,14:00:00,9.75,2.25,7.24,23.83
13-06-24,15:00:00,11.35,2.91,9.26,23.82
13-06-24,16:00:00,13.55,4.58,8.22,23.81
13-06-24,17:00:00,10.85,4.39,8.23,23.81
13-06-24,18:00:00,13.55,2.27,10.98,23.8
13-06-24,19:00:00,14.21,4.21,11.9,23.79
13-06-24,20:00:00,9.53,2.33,7.93,23.79
13-06-24,21:00:00,11.96,5.48,9.34,23.78
13-06-24,22:00:00,15.09,1.64,8.08,23.78
13-06-24,23:00:00,10.56,1.34,9.92,23.78
14-06-24,00:00:00,8.44,4.18,9.34,23.78
14-06-24,01:00:00,9.44,2.78,11.5,23.78
14-06-24,02:00:00,9.19,2.62,9.88,23.78
14-06-24,03:00:00,7.54,4.62,10.33,23.77
14-06-24,04:00:00,9.58,1.32,9.1,23.78
14-06-24,05:00:00,6.08,4.38,7.34,23.78
14-06-24,06:00:00,6.69,2.11,10.45,23.78
14-06-24,07:00:00,6.79,1.63,8.4,23.79
14-06-24,08:00:00,7.59,2.67,10.79,23.79
14-06-24,09:00:00,8.91,1.64,11.49,23.79
14-06-24,10:00:00,5.94,1.69,9.39,23.8
14-06-24,11:00:00,10.57,2.68,9.04,23.79
14-06-24,12:00:00,6.48,3.19,8.83,23.8
14-06-24,13:00:00,9.65,2.91,9.53,23.79
14-06-24,14:00:00,11.85,4.29,9.96,23.79
14-06-24,15:00:00,9.29,2.22,10.38,23.79
14-06-24,16:00:00,10.74,1.99,8.52,23.79
14-06-24,17:00:00,8.56,4.94,9.93,23.78
14-06-24,18:00:00,8.41,4.51,9.55,23.78
14-06-24,19:00:00,14.75,2.01,10.11,23.77
14-06-24,20:00:00,13.02,2.86,10.94,23.77
14-06-24,21:00:00,13.14,2.47,9.7,23.77
14-06-24,22:00:00,7.61,1.66,8.27,23.77
14-06-24,23:00:00,11.27,2.36,9.02,23.77
15-06-24,00:00:00,13.39,2.26,10.1,23.77
15-06-24,01:00:00,11.24,2.2,9.28,23.77
15-06-24,02:00:00,9.42,1.49,9.17,23.77
15-06-24,03:00:00,10.72,2.47,9.23,23.77
15-06-24,04:00:00,5.93,1.77,7.76,23.78
15-06-24,05:00:00,7.66,2,9.37,23.78
15-06-24,06:00:00,13.53,3.62,10.82,23.77
15-06-24,07:00:00,7.85,4.77,9.05,23.77
15-06-24,08:00:00,7.58,2.32,10.42,23.77
15-06-24,09:00:00,7.28,2.68,10.89,23.77
15-06-24,10:00:00,5.86,1.67,8.62,23.78
15-06-24,11:00:00,7.48,2.35,10.18,23.78
15-06-24,12:00:00,7.62,3.13,10.92,23.78
15-06-24,13:00:00,6.78,1.37,10.51,23.79
15-06-24,14:00:00,9.58,3.06,9.67,23.79
15-06-24,15:00:00,7.37,1.55,9.53,23.79
15-06-24,16:00:00,10.04,4.86,6.61,23.78
15-06-24,17:00:00,11.39,2.04,8.44,23.78
15-06-24,18:00:00,12.67,1.48,10.88,23.78
15-06-24,19:00:00,12.86,1.51,10.58,23.78
15-06-24,20:00:00,12.89,2.14,10.47,23.78
15-06-24,21:00:00,11.29,1.65,9.79,23.78
15-06-24,22:00:00,15.09,4.45,9.1,23.77
15-06-24,23:00:00,11.28,2.64,9.27,23.77
16-06-24,00:00:00,10.14,1.7,9.84,23.77
16-06-24,01:00:00,11.64,1.56,9.66,23.77
16-06-24,02:00:00,5.43,2.01,10.46,23.78
16-06-24,03:00:00,10.04,1.8,10.81,23.78
16-06-24,04:00:00,8.16,2.41,9.04,23.78
16-06-24,05:00:00,5.25,2.16,8.34,23.79
16-06-24,06:00:00,8.36,1.7,9.75,23.79
16-06-24,07:00:00,5.14,2.56,9.01,23.79
16-06-24,08:00:00,4.76,2.52,8.98,23.8
16-06-24,09:00:00,5.35,2.08,8.15,23.8
16-06-24,10:00:00,5.72,3.65,8.95,23.8
16-06-24,11:00:00,7.95,2.19,8.59,23.81
16-06-24,12:00:00,13.22,2.28,8.67,23.8
16-06-24,13:00:00,8.82,1.17,9.17,23.81
16-06-24,14:00:00,10.34,1.6,10.19,23.81
16-06-24,15:00:00,9.07,1.76,9.78,23.81
16-06-24,16:00:00,9.2,2.29,9.03,23.81
16-06-24,17:00:00,11.5,1.65,9.65,23.81
16-06-24,18:00:00,9.45,3.94,8.87,23.81
16-06-24,19:00:00,12.21,1.9,9.05,23.81
16-06-24,20:00:00,12.11,1.73,9.17,23.81
16-06-24,21:00:00,19.21,3.27,8.78,23.8
16-06-24,22:00:00,11.27,1.32,9.05,23.8
16-06-24,23:00:00,12.26,4.15,10.93,23.79
17-06-24,00:00:00,11.16,2.36,10.25,23.79
17-06-24,01:00:00,13.11,4.11,10.21,23.78
17-06-24,02:00:00,11.16,3.97,11.39,23.77
17-06-24,03:00:00,8.77,3.11,9.37,23.77
17-06-24,04:00:00,8.81,1.25,9.03,23.78
17-06-24,05:00:00,7.38,2,8.37,23.78
17-06-24,06:00:00,7.57,2.64,11.66,23.78
17-06-24,07:00:00,5.44,3.55,8.94,23.79
17-06-24,08:00:00,8.78,1.53,10.16,23.79
17-06-24,09:00:00,6.31,1.32,10.64,23.8
17-06-24,10:00:00,8.22,3.27,10.72,23.79
17-06-24,11:00:00,7.52,2.66,9.32,23.8
17-06-24,12:00:00,6.75,2.72,9.97,23.8
17-06-24,13:00:00,7.79,1.77,10.25,23.8
17-06-24,14:00:00,8.14,1.47,9.78,23.81
17-06-24,15:00:00,10.46,3.68,9.67,23.8
17-06-24,16:00:00,11.24,1.86,8.86,23.8
17-06-24,17:00:00,14.56,1.7,11.08,23.8
17-06-24,18:00:00,17.1,3.06,11.53,23.79
17-06-24,19:00:00,9.83,3.3,8.35,23.79
17-06-24,20:00:00,13.23,1.72,10.57,23.79
17-06-24,21:00:00,14.5,3.48,9.75,23.78
17-06-24,22:00:00,12.59,2.35,10.33,23.78
17-06-24,23:00:00,14.99,5.19,9.58,23.76
18-06-24,00:00:00,13.17,2.88,10.08,23.76
18-06-24,01:00:00,12.2,1.34,9.58,23.76
18-06-24,02:00:00,8.59,2.13,11.39,23.76
18-06-24,03:00:00,11.17,4.46,11.18,23.75
18-06-24,04:00:00,6.78,1.79,9.48,23.76
18-06-24,05:00:00,8.38,1.78,8.95,23.76
18-06-24,06:00:00,9.41,1.5,9.56,23.77
18-06-24,07:00:00,9.12,1.75,12.78,23.77
18-06-24,08:00:00,6.64,1.74,9.13,23.78
18-06-24,09:00:00,7.54,2.86,11.27,23.78
18-06-24,10:00:00,5.42,1.54,11.69,23.78
18-06-24,11:00:00,9.49,2.71,10.24,23.78
18-06-24,12:00:00,9.58,1.54,10.03,23.79
18-06-24,13:00:00,8.65,2.29,8.75,23.79
18-06-24,14:00:00,9.52,2.24,10.97,23.79
18-06-24,15:00:00,8.87,2.67,9.32,23.79
18-06-24,16:00:00,16.18,2.43,8.56,23.78
18-06-24,17:00:00,11.23,2.91,10.12,23.78
18-06-24,18:00:00,11.25,1.64,10.8,23.78
18-06-24,19:00:00,7.99,1.45,8.12,23.79
18-06-24,20:00:00,16.17,2.15,12.02,23.78
18-06-24,21:00:00,10.65,2.85,10.9,23.78
18-06-24,22:00:00,13.74,1.98,9.43,23.78
18-06-24,23:00:00,13.9,2.84,9.83,23.77
19-06-24,00:00:00,12.18,2.23,10.97,23.77
19-06-24,01:00:00,10.63,1.49,9.48,23.77
19-06-24,02:00:00,9.04,2.56,9.7,23.77
19-06-24,03:00:00,8.91,2.64,9.62,23.77
19-06-24,04:00:00,9.05,2.34,8.7,23.77
19-06-24,05:00:00,7.47,4.07,10.87,23.77
19-06-24,06:00:00,4.26,3.48,8.39,23.77
19-06-24,07:00:00,5.48,3.16,11.28,23.78
19-06-24,08:00:00,9.27,3.66,9.86,23.77
19-06-24,09:00:00,7.98,3.51,10.7,23.77
19-06-24,10:00:00,4.62,4.76,8.22,23.77
19-06-24,11:00:00,8.29,2.3,9.94,23.77
19-06-24,12:00:00,6.58,4.05,9.86,23.77
19-06-24,13:00:00,9.29,2.41,10.61,23.77
19-06-24,14:00:00,12.29,2.56,8.87,23.77
19-06-24,15:00:00,14.73,1.74,10.14,23.77
19-06-24,16:00:00,12.19,5.6,7.96,23.75
19-06-24,17:00:00,13.59,3.07,10.28,23.75
19-06-24,18:00:00,11.43,2.57,11.35,23.75
19-06-24,19:00:00,17.72,2.77,8.91,23.74
19-06-24,20:00:00,9.65,4.11,9.3,23.73
19-06-24,21:00:00,14.21,1.2,9.36,23.73
19-06-24,22:00:00,12.34,1.81,8.33,23.73
19-06-24,23:00:00,16.37,1.93,9.11,23.73
20-06-24,00:00:00,12.88,3.19,9.83,23.72
20-06-24,01:00:00,8.47,2.18,10.21,23.73
20-06-24,02:00:00,9.46,1.45,9.63,23.73
20-06-24,03:00:00,12.45,5.15,11.29,23.72
20-06-24,04:00:00,8.03,2.09,10.14,23.72
20-06-24,05:00:00,12.98,5.22,8.38,23.71
20-06-24,06:00:00,10.12,4.32,11.95,23.71
20-06-24,07:00:00,8.44,3.04,11.67,23.71
20-06-24,08:00:00,9.6,3.57,12.56,23.71
20-06-24,09:00:00,11.4,6.8,11.8,23.69
20-06-24,10:00:00,7.48,2.09,12.47,23.7
20-06-24,11:00:00,7.33,1.95,10.68,23.7
20-06-24,12:00:00,12.89,1.66,12.4,23.7
20-06-24,13:00:00,9.64,2.29,12.39,23.7
20-06-24,14:00:00,10.78,2.81,10.24,23.7
20-06-24,15:00:00,14.29,1.89,9.78,23.7
20-06-24,16:00:00,14.25,4.99,12.84,23.69
20-06-24,17:00:00,12.01,3.79,9.18,23.68
20-06-24,18:00:00,13.55,2.61,11.54,23.68
20-06-24,19:00:00,13.04,2.09,10.39,23.68
20-06-24,20:00:00,13.99,2.09,12.52,23.68
20-06-24,21:00:00,12.66,2.86,11.87,23.67
20-06-24,22:00:00,9.24,1.25,11.47,23.68
20-06-24,23:00:00,13.61,5.43,11.23,23.67
21-06-24,00:00:00,13.24,1.54,13.35,23.67
21-06-24,01:00:00,11.91,1.63,12.98,23.67
21-06-24,02:00:00,8.88,3.2,10.24,23.67
21-06-24,03:00:00,9.2,4.01,9.5,23.67
21-06-24,04:00:00,12.27,2.29,10.53,23.67
21-06-24,05:00:00,8.05,3.19,11.81,23.67
21-06-24,06:00:00,9.61,4.73,11.44,23.66
21-06-24,07:00:00,7.99,4.77,10.58,23.66
21-06-24,08:00:00,11.84,2.32,10.29,23.66
21-06-24,09:00:00,9.8,1.35,10.52,23.66
21-06-24,10:00:00,8.63,1.53,12.23,23.67
21-06-24,11:00:00,6.81,2.62,10.65,23.67
21-06-24,12:00:00,7.96,2.38,11.28,23.67
21-06-24,13:00:00,11.93,4.14,10.32,23.67
21-06-24,14:00:00,13.74,2.05,10.34,23.67
21-06-24,15:00:00,10.29,1.81,12.2,23.67
21-06-24,16:00:00,14.17,2.56,10.32,23.66
21-06-24,17:00:00,16.21,3.4,9.99,23.66
21-06-24,18:00:00,12.2,3.11,10.46,23.65
21-06-24,19:00:00,11.88,1.91,10.24,23.65
21-06-24,20:00:00,12.29,3.36,11.74,23.65
21-06-24,21:00:00,14.3,1.9,10.75,23.65
21-06-24,22:00:00,14.83,2.09,9.93,23.65
21-06-24,23:00:00,10.79,1.32,11.17,23.65
22-06-24,00:00:00,10.88,1.81,11.35,23.65
22-06-24,01:00:00,5.93,3.24,11.24,23.66
22-06-24,02:00:00,12.23,2.27,10.65,23.65
22-06-24,03:00:00,8.78,1.94,10.41,23.66
22-06-24,04:00:00,10.54,3.88,11.24,23.65
22-06-24,05:00:00,12.45,4.15,8.1,23.65
22-06-24,06:00:00,13.11,3.87,12.87,23.64
22-06-24,07:00:00,9.39,2.07,10.62,23.64
22-06-24,08:00:00,10.01,1.55,11.75,23.65
22-06-24,09:00:00,8.33,4.77,9.89,23.64
22-06-24,10:00:00,5.76,4.64,11,23.64
22-06-24,11:00:00,8.64,1.49,10.73,23.65
22-06-24,12:00:00,10.02,2.78,12.2,23.65
22-06-24,13:00:00,11.17,3.12,11.4,23.65
22-06-24,14:00:00,9.93,1.69,11.07,23.65
22-06-24,15:00:00,6.95,2.67,11.38,23.65
22-06-24,16:00:00,12.23,2.17,10.65,23.65
22-06-24,17:00:00,17.7,3.48,9.62,23.64
22-06-24,18:00:00,17.29,1.8,10.98,23.64
22-06-24,19:00:00,16.4,3.1,10.62,23.63
22-06-24,20:00:00,14.2,1.82,12.38,23.63
22-06-24,21:00:00,14.17,4.42,11.98,23.62
22-06-24,22:00:00,12.79,3.21,11.73,23.62
22-06-24,23:00:00,11.81,1.21,13.31,23.62
24-06-24,00:00:00,14.24,2.17,9.14,23.62
24-06-24,01:00:00,10.77,3.77,11.12,23.62
24-06-24,02:00:00,11.86,2.91,12.2,23.62
24-06-24,03:00:00,13.52,4.77,12.11,23.61
24-06-24,04:00:00,10.62,2.99,11.04,23.61
24-06-24,05:00:00,9.66,1.5,11.38,23.61
24-06-24,06:00:00,6.1,1.62,11.59,23.62
24-06-24,07:00:00,10.79,3.85,11.77,23.62
24-06-24,08:00:00,10.34,3.02,10.91,23.61
24-06-24,09:00:00,12.1,2.69,11.52,23.61
24-06-24,10:00:00,8.55,2.38,11.09,23.62
24-06-24,11:00:00,11.61,4.2,11.86,23.61
24-06-24,12:00:00,9.54,6.94,11.54,23.6
24-06-24,13:00:00,11.33,2.32,12.53,23.6
24-06-24,14:00:00,9.57,2.95,12.01,23.6
24-06-24,15:00:00,9.63,3.8,10.73,23.6
24-06-24,16:00:00,15.21,2.27,13.06,23.6
24-06-24,17:00:00,9.96,2.5,11.49,23.6
24-06-24,18:00:00,8.2,1.6,11.23,23.6
24-06-24,19:00:00,12.37,2.96,10.96,23.6
24-06-24,20:00:00,14.41,1.54,9.49,23.6
24-06-24,21:00:00,15.44,1.89,11.31,23.6
24-06-24,22:00:00,14.35,2.9,12.57,23.6
24-06-24,23:00:00,14.59,7.52,11.57,23.58
24-06-24,00:00:00,11.15,8.6,11.69,23.56
24-06-24,01:00:00,10.08,1.11,11.75,23.57
24-06-24,02:00:00,8.78,1.65,11.9,23.57
24-06-24,03:00:00,8.88,2.13,11.6,23.58
24-06-24,04:00:00,9.06,2.03,13.17,23.58
24-06-24,05:00:00,10.4,1.79,11.26,23.58
24-06-24,06:00:00,6.7,4.37,9.57,23.58
24-06-24,07:00:00,5.63,1.7,11.18,23.59
24-06-24,08:00:00,10.53,2.65,11.84,23.59
24-06-24,09:00:00,11.73,2.02,11.22,23.59
24-06-24,10:00:00,8.65,1.55,11.3,23.6
24-06-24,11:00:00,9.72,1.33,10.04,23.6
24-06-24,12:00:00,7.24,2.21,12.14,23.61
24-06-24,13:00:00,10.99,3.48,9.04,23.61
24-06-24,14:00:00,12.09,1.29,10.2,23.61
24-06-24,15:00:00,11.13,3.23,10.88,23.61
24-06-24,16:00:00,12.77,2.29,11.7,23.61
24-06-24,17:00:00,15.35,2.49,10.13,23.6
24-06-24,18:00:00,9.43,3.04,11.47,23.6
24-06-24,19:00:00,14.92,2.79,11.28,23.6
24-06-24,20:00:00,14.13,3.71,10.52,23.59
24-06-24,21:00:00,14.88,2.35,9.87,23.59
24-06-24,22:00:00,12.82,2.28,10.35,23.59
24-06-24,23:00:00,12.16,2.6,10.93,23.59
25-06-24,00:00:00,15.79,1.83,11.8,23.59
25-06-24,01:00:00,16.74,3.27,10.61,23.58
25-06-24,02:00:00,10.23,2.35,11.97,23.58
25-06-24,03:00:00,12.62,1.3,10.54,23.58
25-06-24,04:00:00,11.05,2.33,11.01,23.58
25-06-24,05:00:00,9.19,3.32,11.86,23.58
25-06-24,06:00:00,9.87,4.7,10.64,23.58
25-06-24,07:00:00,7.14,3.21,12.42,23.58
25-06-24,08:00:00,9.37,3.73,10.64,23.58
25-06-24,09:00:00,13.89,2.63,11.82,23.58
25-06-24,10:00:00,8.74,3.42,12.04,23.58
25-06-24,11:00:00,7.54,4.42,10.38,23.58
25-06-24,12:00:00,11.76,3.02,11.52,23.57
25-06-24,13:00:00,12.66,3.78,10.65,23.57
25-06-24,14:00:00,9.49,1.41,11.18,23.58
25-06-24,15:00:00,12.04,1.52,12.64,23.58
25-06-24,16:00:00,15.73,2.48,12.7,23.57
25-06-24,17:00:00,17.48,3.53,11.16,23.57
25-06-24,18:00:00,12.68,2.15,9.97,23.57
25-06-24,19:00:00,13.45,2.34,13.8,23.56
25-06-24,20:00:00,13.61,2.36,11.59,23.56
25-06-24,21:00:00,14.55,2.5,13.09,23.56
25-06-24,22:00:00,18.37,2.16,11.65,23.56
25-06-24,23:00:00,15.64,2.31,11.57,23.55
26-06-24,00:00:00,16.49,3.6,11,23.54
26-06-24,01:00:00,14.97,4.47,12.3,23.54
26-06-24,02:00:00,7.85,1.33,13.29,23.54
26-06-24,03:00:00,9.02,3.45,13.24,23.54
26-06-24,04:00:00,9.76,1.69,10.98,23.55
26-06-24,05:00:00,11.29,1.72,13.65,23.55
26-06-24,06:00:00,7.92,2.21,12.16,23.56
26-06-24,07:00:00,8.26,1.75,12.2,23.56
26-06-24,08:00:00,10.11,3.27,11.44,23.56
26-06-24,09:00:00,6.61,1.29,10.72,23.57
26-06-24,10:00:00,9.11,1.43,12.73,23.58
26-06-24,11:00:00,5.92,1.28,11.52,23.59
26-06-24,12:00:00,12.14,1.27,13.41,23.59
26-06-24,13:00:00,11.2,4.78,12.85,23.58
26-06-24,14:00:00,12.39,3,12.54,23.58
26-06-24,15:00:00,14.3,2.49,12.83,23.58
26-06-24,16:00:00,14.21,1.73,12.46,23.58
26-06-24,17:00:00,17.24,1.95,12.8,23.57
26-06-24,18:00:00,13.75,2.17,10.33,23.57
26-06-24,19:00:00,16.28,1.72,10.76,23.57
26-06-24,20:00:00,13.51,1.75,11.4,23.57
26-06-24,21:00:00,14.39,2.87,12.49,23.57
26-06-24,22:00:00,14.03,1.47,11.18,23.57
26-06-24,23:00:00,14.69,1.53,12.8,23.57
27-06-24,00:00:00,14.79,3.74,11.17,23.56
27-06-24,01:00:00,12.64,1.4,12.35,23.56
27-06-24,02:00:00,12.6,1.88,12.75,23.57
27-06-24,03:00:00,8.57,4.73,12.34,23.56
27-06-24,04:00:00,9.83,1.7,10.65,23.57
27-06-24,05:00:00,7.07,2.89,11.4,23.57
27-06-24,06:00:00,9.54,1.87,12.97,23.57
27-06-24,07:00:00,10.04,1.22,11.91,23.58
27-06-24,08:00:00,8.26,1.72,12.95,23.59
27-06-24,09:00:00,13.6,2.84,11.81,23.58
27-06-24,10:00:00,10.43,2.69,10.81,23.58
27-06-24,11:00:00,9.07,3.14,10.78,23.58
27-06-24,12:00:00,10.67,1.23,12.86,23.59
27-06-24,13:00:00,13.05,3.99,11.85,23.58
27-06-24,14:00:00,13.28,2.86,11.74,23.58
27-06-24,15:00:00,12.54,3.45,11.97,23.58
27-06-24,16:00:00,12.85,1.29,12.45,23.58
27-06-24,17:00:00,15.52,1.72,12.48,23.58
27-06-24,18:00:00,11.74,1.22,10.56,23.58
27-06-24,19:00:00,18.27,1.56,11.92,23.58
27-06-24,20:00:00,14.39,2.86,12.05,23.57
27-06-24,21:00:00,14.25,2.29,11.93,23.57
27-06-24,22:00:00,14.22,2.39,12.34,23.57
27-06-24,23:00:00,13.27,1.25,11.75,23.57
28-06-24,00:00:00,16.05,3.42,11.9,23.57
28-06-24,01:00:00,11.71,5,12.48,23.56
28-06-24,02:00:00,14.34,1.48,11.56,23.56
28-06-24,03:00:00,12.25,1.96,11.76,23.56
28-06-24,04:00:00,9.2,4.13,13.87,23.56
28-06-24,05:00:00,9.88,1.42,13.35,23.56
28-06-24,06:00:00,10.74,2.23,12.12,23.56
28-06-24,07:00:00,7.36,2.59,12.45,23.57
28-06-24,08:00:00,10.95,3.91,10.98,23.57
28-06-24,09:00:00,6.65,1.86,11.16,23.57
28-06-24,10:00:00,9.89,2.31,12.16,23.58
28-06-24,11:00:00,10.52,4.46,13.66,23.57
28-06-24,12:00:00,13.41,1.86,12.17,23.57
28-06-24,13:00:00,11.62,4.31,12.91,23.57
28-06-24,14:00:00,12.67,3.74,12.49,23.56
28-06-24,15:00:00,12.5,3.86,14.1,23.56
28-06-24,16:00:00,15.75,1.48,12.2,23.56
28-06-24,17:00:00,13.83,2.33,12.54,23.55
28-06-24,18:00:00,14.26,2.4,12.87,23.55
28-06-24,19:00:00,17.31,2.28,11.75,23.55
28-06-24,20:00:00,16.07,2.26,10.95,23.54
28-06-24,21:00:00,16.8,2.17,13.55,23.54
28-06-24,22:00:00,15.62,2.59,14.06,23.54
28-06-24,23:00:00,13.7,2.81,13.41,23.53
29-06-24,00:00:00,13.33,1.89,10.18,23.53
29-06-24,01:00:00,15.3,2.99,12.64,23.53
29-06-24,02:00:00,14.34,4.18,12.8,23.52
29-06-24,03:00:00,8.97,9.69,14.38,23.5
29-06-24,04:00:00,13.06,4.29,12.85,23.5
29-06-24,05:00:00,7.64,2.52,12.2,23.5
29-06-24,06:00:00,10.86,1.51,13.48,23.51
29-06-24,07:00:00,9.74,2.38,13.38,23.51
29-06-24,08:00:00,9.79,3.73,12.32,23.51
29-06-24,09:00:00,9.29,2.31,13.65,23.51
29-06-24,10:00:00,9,1.18,13.39,23.52
29-06-24,11:00:00,10.19,1.17,11.53,23.53
29-06-24,12:00:00,11.04,2.04,13.16,23.53
29-06-24,13:00:00,10.67,3.15,12.79,23.53
29-06-24,14:00:00,14.67,3.34,12.1,23.52
29-06-24,15:00:00,13.73,2.48,11.69,23.52
29-06-24,16:00:00,15.92,3.39,13.46,23.52
29-06-24,17:00:00,16.96,5.27,14.89,23.5
29-06-24,18:00:00,15.55,1.86,13.58,23.5
29-06-24,19:00:00,17.83,2.89,12.28,23.5
29-06-24,20:00:00,12.37,1.98,12.16,23.5
29-06-24,21:00:00,10.52,2.95,13.42,23.5
29-06-24,22:00:00,13.46,1.71,11.93,23.5
29-06-24,23:00:00,12.91,2.19,13.31,23.5
30-06-24,00:00:00,13.75,2,13.34,23.5
30-06-24,01:00:00,10.41,3.13,13.25,23.5
30-06-24,02:00:00,15.79,2.41,13.62,23.5
30-06-24,03:00:00,12.93,3.4,12.45,23.49
30-06-24,04:00:00,13.17,3.27,12.29,23.49
30-06-24,05:00:00,9.49,2.55,12.86,23.49
30-06-24,06:00:00,11.18,3.68,12.39,23.49
30-06-24,07:00:00,9.75,1.92,13.22,23.5
30-06-24,08:00:00,9.6,2.12,12.09,23.5
30-06-24,09:00:00,11.19,1.69,10.49,23.5
30-06-24,10:00:00,9.61,2.81,12.51,23.51
30-06-24,11:00:00,12,3.58,14.12,23.5
30-06-24,12:00:00,11.21,2.09,10.87,23.51
30-06-24,13:00:00,11.77,1.61,11.68,23.51
30-06-24,14:00:00,12,2.17,14.55,23.51
30-06-24,15:00:00,15.83,1.68,14.1,23.51
30-06-24,16:00:00,12.6,2.85,11.4,23.51
30-06-24,17:00:00,12.42,2.67,11.82,23.51
30-06-24,18:00:00,17.75,2.24,12.02,23.5
30-06-24,19:00:00,18.44,4.37,11.48,23.49
30-06-24,20:00:00,16.78,2.56,13.64,23.49
30-06-24,21:00:00,18.57,5.85,12.26,23.47
30-06-24,22:00:00,15.2,2.62,11.74,23.47
30-06-24,23:00:00,17,2.24,12.98,23.47
01-07-24,00:00:00,13.21,2.97,13.58,23.46
01-07-24,01:00:00,12.69,1.75,14.43,23.47
01-07-24,02:00:00,10.23,3.25,13.32,23.47
01-07-24,03:00:00,14.12,3.58,12.98,23.46
01-07-24,04:00:00,10.25,1.91,13.33,23.47
01-07-24,05:00:00,8.08,2.35,11.71,23.47
01-07-24,06:00:00,10.56,1.85,12.26,23.48
01-07-24,07:00:00,7.25,1.87,12.6,23.48
01-07-24,08:00:00,9.65,5.03,14.51,23.48
01-07-24,09:00:00,9.67,2.15,12.37,23.48
01-07-24,10:00:00,8.1,4.45,12.3,23.48
01-07-24,11:00:00,9.59,4.21,11.5,23.48
01-07-24,12:00:00,12.2,3.4,12.25,23.48
01-07-24,13:00:00,14.55,2.37,10.94,23.48
01-07-24,14:00:00,10.26,3.62,13.48,23.47
01-07-24,15:00:00,9.39,1.71,12.81,23.48
01-07-24,16:00:00,14.04,3.08,12.74,23.48
01-07-24,17:00:00,14.44,6.54,13.48,23.46
01-07-24,18:00:00,16.4,2.09,12.02,23.46
01-07-24,19:00:00,14.13,2.84,13.02,23.46
01-07-24,20:00:00,15.44,1.13,13.09,23.46
01-07-24,21:00:00,14.03,2.62,11.97,23.46
01-07-24,22:00:00,14.41,1.54,13.35,23.46
01-07-24,23:00:00,14.23,1.88,13.43,23.46
02-07-24,00:00:00,11.01,1.49,10.89,23.47
02-07-24,01:00:00,13.9,1.24,12.11,23.47
02-07-24,02:00:00,13.88,4.27,12.83,23.46
02-07-24,03:00:00,11.52,1.86,11.02,23.47
02-07-24,04:00:00,12.96,1.52,12.07,23.47
02-07-24,05:00:00,8.34,2.27,11.3,23.47
02-07-24,06:00:00,12.57,2.74,13.68,23.47
02-07-24,07:00:00,9.21,1.9,12.07,23.48
02-07-24,08:00:00,10.41,1.69,12.61,23.48
02-07-24,09:00:00,8.43,1.53,14.64,23.49
02-07-24,10:00:00,9.17,2.35,11.71,23.49
02-07-24,11:00:00,10.22,5.06,11.62,23.49
02-07-24,12:00:00,10.21,2.88,12.63,23.49
02-07-24,13:00:00,10.95,2.2,10.89,23.49
02-07-24,14:00:00,16.53,2.01,11.68,23.49
02-07-24,15:00:00,14.36,1.07,12.35,23.49
02-07-24,16:00:00,18.82,2.11,11.74,23.49
02-07-24,17:00:00,17.88,1.65,13.75,23.48
02-07-24,18:00:00,14.65,2.25,12.43,23.48
02-07-24,19:00:00,17.85,1.65,12.51,23.48
02-07-24,20:00:00,15.72,4.57,14.56,23.47
02-07-24,21:00:00,14.43,3.5,13.55,23.47
02-07-24,22:00:00,18.53,2.88,13.46,23.46
02-07-24,23:00:00,14.22,1.28,13.82,23.46
03-07-24,00:00:00,16.42,2.77,13.51,23.46
03-07-24,01:00:00,18.86,1.87,12.27,23.45
03-07-24,02:00:00,15.81,3.18,13.18,23.45
03-07-24,03:00:00,12.61,1.62,11.7,23.45
03-07-24,04:00:00,13.42,3.54,13.66,23.45
03-07-24,05:00:00,10.89,3.21,12.93,23.45
03-07-24,06:00:00,11.25,4.67,16.84,23.44
03-07-24,07:00:00,6.77,1.38,13.58,23.45
03-07-24,08:00:00,7.2,2.45,13.05,23.46
03-07-24,09:00:00,7.09,4.06,13.51,23.46
03-07-24,10:00:00,11.32,2.81,13.26,23.46
03-07-24,11:00:00,12.1,3.12,13.66,23.46
03-07-24,12:00:00,9.08,2.22,13.98,23.46
03-07-24,13:00:00,11.72,1.54,13.9,23.47
03-07-24,14:00:00,6.16,3.51,14.22,23.47
03-07-24,15:00:00,16.35,1.79,14.49,23.47
